customer_id	campaign_outcome
k124884469118168255	Neuron electric scooter
h721406678918682761	Not Interested
6211494367611575627	Neuron electric scooter
2338363131882624690	Neuron electric scooter
h274772153280213037	Neuron electric scooter
z281484598176797632	Neuron electric scooter
r21457127921406186	Not Interested
212063666007407598	Not Interested
4800231599843569942	Neuron electric scooter
7307574733801656404	Not Interested
3849179098560579426	Not Interested
6634027433371189518	Not Interested
u320541501065881296	Not Interested
7907850651804984424	Not Interested
u808999602630440221	Not Interested
h062512282338244737	Not Interested
3966605698719059208	Not Interested
q470321913730942256	Not Interested
5052909402895505638	Not Interested
u229286948977178105	Neuron electric scooter
h483256991344451978	Not Interested
4404364256131310877	Not Interested
608946459927067690	Not Interested
h951859023020069924	Not Interested
3458883954352057562	Neuron electric scooter
k79297012440646109	Not Interested
4588330499011529308	Not Interested
1079827379386160388	Not Interested
d06103445043709661	Not Interested
k262810144644996585	Not Interested
3189352097566847441	Not Interested
k850898409935848547	Not Interested
4932029687520263771	Not Interested
m913446000319718031	Neuron electric scooter
q58124045885759881	Not Interested
272460392033542190	Not Interested
3475429124842782495	Neuron electric scooter
2717326708621785929	Neuron electric scooter
2269113525898009117	Neuron electric scooter
8572962059474535233	Not Interested
8198525521245178061	Not Interested
5321871676978560680	Not Interested
m954442902967721215	Neuron electric scooter
3948171772874797394	Not Interested
2021644847505365905	Neuron electric scooter
q137886292963556134	Not Interested
5267356458055474846	Not Interested
l913180757060360499	Not Interested
q513985720145576953	Not Interested
k656485020809593582	Not Interested
k6818974025513757	Not Interested
z194354600474225956	Neuron electric scooter
244088228950679450	GoCar
m473064890637582855	Not Interested
u765226832476129329	Not Interested
216169207995145875	Not Interested
4596364534799234171	Not Interested
d10656070840232054	Neuron electric scooter
4916617742204892198	Neuron electric scooter
l422788607424232627	Neuron electric scooter
9006344741445390897	Not Interested
l311619319946186160	Neuron electric scooter
9046285008131260369	Neuron electric scooter
3396642079010935795	Neuron electric scooter
d077440812960662950	Neuron electric scooter
h314908872473701197	Not Interested
6505276168839406197	Not Interested
7603221949639814957	Not Interested
996513290712143838	Neuron electric scooter
7828828941755427305	Not Interested
q764320203018364560	Not Interested
z329924430683139098	Neuron electric scooter
1637510785008348377	Not Interested
m61855426725285803	Not Interested
1116681162614916760	Neuron electric scooter
l672548961968839466	Neuron electric scooter
k524806716069674503	Not Interested
z339424751551265195	Neuron electric scooter
l876366080700218483	Not Interested
h234306479749960872	Neuron electric scooter
h013774486728810636	Neuron electric scooter
6425855452305295383	Neuron electric scooter
6796113801973572502	Neuron electric scooter
8071243749322115333	Not Interested
z986496835953592582	Neuron electric scooter
2914250958151552884	Neuron electric scooter
q003223979121490006	Not Interested
r090638674178874057	Not Interested
2801541458943467506	Neuron electric scooter
z188435877030686914	GoCar
2929166375775168410	Not Interested
l20282763728532964	Not Interested
k752115633727445064	Not Interested
331280851812996360	Neuron electric scooter
4512073398129551057	Not Interested
d152186767520463216	GoCar
h109471797723485499	Not Interested
2624594062813244505	Neuron electric scooter
r99623820831148510	Neuron electric scooter
l554701003970562335	Not Interested
2176853292152310243	Neuron electric scooter
z091884054496631713	Not Interested
h50458354337244358	Not Interested
r881841798295371844	Not Interested
l685437154816792843	Not Interested
k548738131765348883	Not Interested
6510746450200433170	Neuron electric scooter
u772748959513574522	Not Interested
u14850609212136488	Not Interested
3001022346775867959	Neuron electric scooter
7029463165126192871	Not Interested
1950913473416897494	Not Interested
6041018814365726184	Not Interested
r080403929658775317	Not Interested
u264911511999960288	Neuron electric scooter
h524739644143330503	Neuron electric scooter
z632034471350591056	Not Interested
1758185559904756146	Neuron electric scooter
5974053581923182014	Not Interested
z380842473244679298	Not Interested
6964129352824853313	Neuron electric scooter
q829514894402229890	Neuron electric scooter
1203514464857277871	Not Interested
9215372252638615608	Not Interested
u045570620449803756	Not Interested
h728467272461752005	Not Interested
m413552360056007096	Neuron electric scooter
8881857692036560694	Not Interested
h101377131816839491	Neuron electric scooter
q278523685863713609	Not Interested
605278139079392470	Neuron electric scooter
633241446048732630	Not Interested
4978317703519649174	Not Interested
3410106250694120511	GoCar
6811288991337670310	Not Interested
u672689980945184228	GoCar
z553180132112629886	Not Interested
5110498481139838365	Not Interested
5838324125206155005	Neuron electric scooter
7199632689850267926	Neuron electric scooter
l26088562597956673	Not Interested
u030696769765358581	Neuron electric scooter
2514544429839451673	Neuron electric scooter
4485708475075973023	Not Interested
1091062291949719565	Not Interested
r354306235588402879	Not Interested
z244102497263842	Not Interested
7737861272744865605	Not Interested
q710222061089332236	Not Interested
u070384591311932846	Neuron electric scooter
5155144365418990479	Neuron electric scooter
h3053043043542485	Neuron electric scooter
1599999514118600496	Neuron electric scooter
z205283280719795025	Not Interested
q024131477516533474	Not Interested
116837306910210963	Not Interested
8988831843925432541	Not Interested
z821300471062722262	Not Interested
u842264840310604440	Not Interested
z05581245349687568	Neuron electric scooter
5529976403887913595	Neuron electric scooter
2927847502644410561	Neuron electric scooter
5394539334298201162	Not Interested
2519264729689938367	GoCar
758972396329755534	Neuron electric scooter
l179173347250525153	Not Interested
q519279121496938712	Neuron electric scooter
m674885855375896147	Not Interested
r906658944903789404	Not Interested
h899291852119732066	Neuron electric scooter
6466820127227059881	Not Interested
6067927537617945022	Not Interested
8703315115725831308	Neuron electric scooter
2518748619596351936	Neuron electric scooter
m411213786914142810	Not Interested
9198429641488048197	Neuron electric scooter
l138316585937793906	Neuron electric scooter
5065932745344512329	Not Interested
1302651871599751499	Not Interested
k95071816572385652	Not Interested
4794178346466529735	Not Interested
m513034293790039963	Not Interested
5691192351244449675	Neuron electric scooter
1831698049149191069	Not Interested
u798680579779515620	Not Interested
1436395134079906972	Neuron electric scooter
r610989884788715590	Neuron electric scooter
2797973583861330130	Neuron electric scooter
1870603590797019549	Neuron electric scooter
q449911613441173323	Not Interested
m531386694595837310	Not Interested
r386157675154167990	Neuron electric scooter
u932186550092579790	Not Interested
h666967961689246424	Neuron electric scooter
q169523638710387787	Neuron electric scooter
9061836432396790098	Neuron electric scooter
q19841641517581345	Not Interested
l038465950188887501	Neuron electric scooter
1046105241359438081	Not Interested
464009605376747254	Not Interested
3849134409952275810	Neuron electric scooter
q064717171339112725	Not Interested
8398326521496947948	Neuron electric scooter
l813443127660607620	GoCar
h773968599533323452	Neuron electric scooter
2042121396808295809	Neuron electric scooter
7187206923241099456	Not Interested
9165882776099481192	Neuron electric scooter
l086665377915557613	Neuron electric scooter
z054451942779622845	Not Interested
2114497189717270445	Neuron electric scooter
2043404968185532802	Not Interested
6894655249867245411	Not Interested
k168494243497415971	Neuron electric scooter
1344681052861688448	GoCar
l110254120809745116	Not Interested
m170307804262083111	Neuron electric scooter
m561149514115691686	Neuron electric scooter
r091701974451653320	Neuron electric scooter
d142723459921105884	Not Interested
q377283647440839250	Neuron electric scooter
q520798005588630408	Not Interested
m771083230932995488	Not Interested
5741018423066149513	Neuron electric scooter
q087129327195118283	GoCar
m464601768870439180	Not Interested
475351955543157125	Neuron electric scooter
m015574514205745939	Neuron electric scooter
5605952676744077029	Not Interested
4147943385920533438	Neuron electric scooter
h307669815947360888	Not Interested
r971287886678358450	Not Interested
d115954644063468353	Neuron electric scooter
8861830863688998180	Not Interested
r320024440624814627	Not Interested
m496474600892779339	Neuron electric scooter
260747447863045871	Not Interested
5177839009400006948	GoCar
z235720861636092040	Not Interested
u906660768173011477	Not Interested
7202399427905240959	Neuron electric scooter
l962014759638818214	Not Interested
2180763965369631456	Not Interested
2810423943682012511	Not Interested
4595706659597133510	Not Interested
k247631014191623376	Not Interested
l558922056833851072	Not Interested
z084747933017306994	Not Interested
r06260898520564478	Neuron electric scooter
z852865223468635568	Neuron electric scooter
7549325204138292179	Neuron electric scooter
m438563629958557504	Neuron electric scooter
k954607963177874033	Not Interested
2945558859455186748	Neuron electric scooter
m252573726694431832	Not Interested
z517564178513981780	Not Interested
8307470205764858747	Not Interested
l01083841372344718	Neuron electric scooter
8442753073704273854	Not Interested
2701135306577770044	Not Interested
6279901295949378719	Not Interested
m175980066653438819	Not Interested
9181958604772229395	Neuron electric scooter
k615046141425080149	Not Interested
7908391043556096071	Not Interested
q912936281105725787	Neuron electric scooter
r575517583896710604	Neuron electric scooter
3839657564930809328	Neuron electric scooter
2358429101040758276	Not Interested
r27230663480006797	GoCar
m795528815135009838	Neuron electric scooter
r40817706318896821	Not Interested
l212681840373549362	Not Interested
m994640042020215915	Not Interested
633263199000459468	Not Interested
k345871861973853368	Not Interested
4044876128726500968	Not Interested
5040708378336239004	Not Interested
4139041770438706477	Not Interested
